date,air_quality_pm2_5,air_quality_pm10,air_quality_ozone,air_quality_nitrogen_dioxide,air_quality_sulphur_dioxide,air_quality_carbon_monoxide,air_quality_ammonia,air_quality_aerosol_optical_depth,air_quality_dust,air_quality_uv_index,day,hour,dayofweek,avg_pm
2025-10-23 19:00:00,78.7,83.6,46.0,18.5,8.0,492.0,,0.26,9.0,0.0,23,19,3,81.149994
2025-10-23 19:00:00,73.3,78.0,43.0,19.1,7.8,663.0,,0.26,8.0,0.0,23,19,3,75.65
2025-10-23 19:00:00,74.3,78.9,38.0,21.4,7.7,922.0,,0.25,8.0,0.1,23,19,3,76.600006
2025-10-23 19:00:00,76.4,80.1,43.0,21.4,7.4,1047.0,,0.25,7.0,0.75,23,19,3,78.25
2025-10-23 19:00:00,57.0,59.6,67.0,16.7,6.7,904.0,,0.24,7.0,2.1,23,19,3,58.3
2025-10-23 19:00:00,41.1,44.5,102.0,9.7,5.7,629.0,,0.23,7.0,3.85,23,19,3,42.8
2025-10-23 19:00:00,32.1,35.9,128.0,4.3,5.0,407.0,,0.23,7.0,5.3,23,19,3,34.0
2025-10-23 19:00:00,26.4,30.4,139.0,1.8,4.6,308.0,,0.23,7.0,5.85,23,19,3,28.4
2025-10-23 19:00:00,23.6,27.5,143.0,0.9,4.4,263.0,,0.23,8.0,5.3,23,19,3,25.55
2025-10-23 19:00:00,22.6,26.5,141.0,1.5,4.3,249.0,,0.23,8.0,3.8,23,19,3,24.55
2025-10-23 19:00:00,22.2,26.3,135.0,3.0,4.2,266.0,,0.23,8.0,2.1,23,19,3,24.25
2025-10-23 19:00:00,22.8,26.7,125.0,5.9,4.2,315.0,,0.23,7.0,0.75,23,19,3,24.75
2025-10-23 19:00:00,29.6,32.6,111.0,11.9,4.6,377.0,,0.23,6.0,0.1,23,19,3,31.099998
2025-10-23 19:00:00,41.4,44.4,90.0,23.5,5.7,453.0,,0.23,6.0,0.0,23,19,3,42.9
2025-10-23 19:00:00,55.6,58.4,66.0,38.0,7.2,543.0,,0.23,5.0,0.0,23,19,3,57.0
2025-10-23 19:00:00,71.5,74.5,46.0,49.4,8.6,625.0,,0.23,5.0,0.0,23,19,3,73.0
2025-10-23 19:00:00,84.1,87.1,35.0,54.7,9.7,700.0,,0.23,5.0,0.0,23,19,3,85.6
2025-10-23 19:00:00,93.4,96.4,29.0,56.7,10.7,767.0,,0.23,6.0,0.0,23,19,3,94.9
2025-10-23 19:00:00,99.2,102.4,25.0,57.9,11.4,801.0,,0.23,6.0,0.0,23,19,3,100.8
2025-10-23 19:00:00,101.5,104.8,21.0,58.8,11.8,782.0,,0.23,6.0,0.0,23,19,3,103.15
2025-10-23 19:00:00,104.8,108.3,20.0,58.8,11.9,729.0,,0.23,6.0,0.0,23,19,3,106.55
2025-10-23 19:00:00,108.5,112.0,19.0,58.2,12.1,681.0,,0.23,6.0,0.0,23,19,3,110.25
2025-10-23 19:00:00,111.1,114.8,20.0,56.9,12.4,639.0,,0.24,6.0,0.0,23,19,3,112.95
2025-10-23 19:00:00,112.2,115.9,21.0,54.9,12.7,601.0,,0.24,7.0,0.0,23,19,3,114.05
2025-10-23 19:00:00,112.5,116.4,24.0,52.9,12.9,597.0,,0.24,7.0,0.0,23,19,3,114.45
2025-10-23 19:00:00,114.6,118.5,24.0,52.1,13.2,671.0,,0.23,7.0,0.0,23,19,3,116.55
2025-10-23 19:00:00,120.1,123.9,24.0,51.3,13.4,779.0,,0.24,6.0,0.1,23,19,3,122.0
2025-10-23 19:00:00,121.1,124.3,35.0,46.6,12.9,816.0,,0.24,6.0,0.7,23,19,3,122.7
2025-10-23 19:00:00,93.1,95.5,68.0,34.3,10.9,715.0,,0.24,5.0,2.0,23,19,3,94.3
2025-10-23 19:00:00,59.4,62.2,113.0,18.2,8.3,543.0,,0.24,5.0,3.7,23,19,3,60.800003
2025-10-23 19:00:00,37.8,40.4,146.0,6.1,6.2,403.0,,0.23,5.0,5.15,23,19,3,39.1
2025-10-23 19:00:00,29.0,31.4,159.0,1.6,5.4,326.0,,0.24,6.0,5.7,23,19,3,30.2
2025-10-23 19:00:00,25.4,28.3,161.0,1.1,5.2,280.0,,0.24,8.0,5.15,23,19,3,26.849998
2025-10-23 19:00:00,24.6,29.4,158.0,2.0,5.3,270.0,,0.24,9.0,3.7,23,19,3,27.0
2025-10-23 19:00:00,25.1,32.0,152.0,3.4,5.5,317.0,,0.23,10.0,2.05,23,19,3,28.55
2025-10-23 19:00:00,26.1,34.2,141.0,6.3,6.0,401.0,,0.23,11.0,0.75,23,19,3,30.150002
2025-10-23 19:00:00,32.2,38.6,128.0,10.7,6.6,464.0,,0.23,12.0,0.1,23,19,3,35.4
2025-10-23 19:00:00,41.4,47.0,110.0,18.4,7.5,480.0,,0.22,12.0,0.0,23,19,3,44.2
2025-10-23 19:00:00,51.6,56.9,89.0,27.5,8.6,474.0,,0.21,11.0,0.0,23,19,3,54.25
2025-10-23 19:00:00,64.3,70.1,74.0,33.2,9.2,468.0,,0.19,11.0,0.0,23,19,3,67.2
2025-10-23 19:00:00,74.5,80.8,68.0,32.4,9.1,465.0,,0.19,11.0,0.0,23,19,3,77.65
2025-10-23 19:00:00,76.1,82.2,67.0,28.0,8.7,462.0,,0.2,11.0,0.0,23,19,3,79.149994
2025-10-23 19:00:00,66.1,72.6,66.0,23.9,8.2,464.0,,0.21,12.0,0.0,23,19,3,69.35
2025-10-23 19:00:00,59.1,66.6,65.0,21.4,7.9,475.0,,0.2,14.0,0.0,23,19,3,62.85
2025-10-23 19:00:00,59.0,67.8,63.0,19.2,7.5,491.0,,0.18,16.0,0.0,23,19,3,63.4
2025-10-23 19:00:00,61.2,71.2,62.0,17.4,7.3,515.0,,0.17,18.0,0.0,23,19,3,66.2
2025-10-23 19:00:00,63.6,74.3,59.0,16.2,7.2,557.0,,0.16,20.0,0.0,23,19,3,68.95
2025-10-23 19:00:00,64.3,75.9,56.0,15.5,7.1,606.0,,0.15,22.0,0.0,23,19,3,70.100006
2025-10-23 19:00:00,64.0,76.6,54.0,15.0,7.1,630.0,,0.15,23.0,0.0,23,19,3,70.3
2025-10-23 19:00:00,,,,,,639.0,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,634.0,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
2025-10-23 19:00:00,,,,,,,,,,,23,19,3,
