pm2_5,pm10,ozone,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,timestamp,temperature_2m,relative_humidity_2m,pressure_msl,wind_speed_10m,wind_direction_10m,precipitation
144.8,149.9,17.0,2521.0,39.2,13.9,2024-12-28 08:00:00,8.2,79,1020.9,4.0,270,0.0
145.8,149.0,40.0,2133.0,31.3,12.6,2024-12-28 09:00:00,11.8,58,1021.3,4.5,275,0.0
100.1,103.6,72.0,1466.0,21.5,10.6,2024-12-28 10:00:00,16.0,40,1021.5,2.3,288,0.0
68.5,70.8,98.0,919.0,13.4,8.8,2024-12-28 11:00:00,19.3,29,1021.4,3.4,288,0.0
47.7,48.7,116.0,635.0,8.1,7.6,2024-12-28 12:00:00,21.5,22,1020.3,4.1,283,0.0
32.4,33.2,128.0,473.0,4.6,6.6,2024-12-28 13:00:00,23.0,18,1019.2,4.9,274,0.0
26.3,27.2,134.0,403.0,3.3,5.9,2024-12-28 14:00:00,23.7,17,1018.4,6.1,272,0.0
23.7,24.9,130.0,433.0,4.8,5.6,2024-12-28 15:00:00,23.9,16,1017.9,5.3,260,0.0
23.8,25.0,120.0,556.0,8.5,5.7,2024-12-28 16:00:00,23.5,16,1017.7,4.3,255,0.0
35.5,37.5,105.0,727.0,12.1,5.5,2024-12-28 17:00:00,21.4,19,1017.9,0.6,326,0.0
49.9,51.9,91.0,983.0,19.4,6.2,2024-12-28 18:00:00,19.2,22,1018.3,0.5,90,0.0
64.5,66.6,71.0,1286.0,29.3,7.2,2024-12-28 19:00:00,16.9,27,1018.8,3.2,146,0.0
71.7,74.5,56.0,1477.0,35.2,7.7,2024-12-28 20:00:00,15.3,33,1019.5,4.6,167,0.0
71.2,74.0,51.0,1430.0,33.4,7.4,2024-12-28 21:00:00,14.3,40,1020.3,3.8,163,0.0
68.5,70.8,51.0,1271.0,27.6,6.7,2024-12-28 22:00:00,13.8,44,1020.6,3.7,157,0.0
66.1,68.5,51.0,1213.0,22.9,6.2,2024-12-28 23:00:00,12.8,47,1020.6,5.0,116,0.0
61.5,63.8,50.0,1409.0,21.1,6.1,2024-12-29 00:00:00,11.5,54,1020.4,6.3,114,0.0
58.4,61.0,49.0,1707.0,20.3,6.1,2024-12-29 01:00:00,11.1,54,1020.0,5.8,120,0.0
61.7,64.7,47.0,1864.0,19.9,6.2,2024-12-29 02:00:00,10.6,56,1020.0,1.1,351,0.0
66.8,70.1,43.0,1738.0,20.1,6.2,2024-12-29 03:00:00,9.0,68,1020.3,4.6,18,0.0
70.1,73.3,38.0,1472.0,20.7,6.3,2024-12-29 04:00:00,8.7,71,1020.1,5.0,46,0.0
64.5,67.3,34.0,1248.0,19.1,6.1,2024-12-29 05:00:00,8.4,72,1020.4,5.3,57,0.0
61.0,63.3,31.0,1139.0,19.0,6.0,2024-12-29 06:00:00,8.4,70,1021.3,6.7,63,0.0
58.6,60.8,28.0,1072.0,18.6,5.9,2024-12-29 07:00:00,8.5,66,1022.2,7.5,69,0.0
60.1,62.2,31.0,1013.0,17.3,6.2,2024-12-29 08:00:00,9.2,64,1022.8,8.6,67,0.0
53.1,54.0,44.0,958.0,14.2,7.1,2024-12-29 09:00:00,11.8,55,1024.0,7.2,71,0.0
46.8,47.8,64.0,910.0,10.0,8.3,2024-12-29 10:00:00,14.8,45,1024.8,5.1,72,0.0
41.4,42.6,82.0,843.0,6.6,9.2,2024-12-29 11:00:00,17.9,36,1024.4,6.5,82,0.0
36.3,37.6,99.0,721.0,4.1,9.6,2024-12-29 12:00:00,20.1,30,1023.4,6.3,90,0.0
34.2,35.6,116.0,580.0,2.3,9.8,2024-12-29 13:00:00,21.6,26,1022.3,5.2,102,0.0
32.7,34.3,124.0,499.0,2.1,9.7,2024-12-29 14:00:00,22.3,24,1021.5,3.8,115,0.0
31.4,33.3,120.0,495.0,3.9,9.3,2024-12-29 15:00:00,22.5,23,1020.8,3.6,110,0.0
31.1,32.9,108.0,551.0,7.2,8.7,2024-12-29 16:00:00,22.1,24,1020.6,3.4,96,0.0
51.9,54.6,91.0,698.0,11.1,8.6,2024-12-29 17:00:00,20.1,28,1020.6,2.9,90,0.0
66.1,68.5,80.0,1027.0,16.4,9.3,2024-12-29 18:00:00,17.8,35,1021.3,2.4,99,0.0
76.8,78.9,66.0,1446.0,23.6,10.4,2024-12-29 19:00:00,15.8,43,1021.7,4.0,58,0.0
79.4,81.0,56.0,1708.0,27.6,11.4,2024-12-29 20:00:00,14.4,54,1021.9,6.2,44,0.0
78.7,79.9,56.0,1660.0,25.5,12.5,2024-12-29 21:00:00,13.6,60,1022.1,6.0,61,0.0
77.8,78.9,62.0,1455.0,20.2,13.6,2024-12-29 22:00:00,12.6,64,1022.1,5.3,72,0.0
78.5,79.6,65.0,1302.0,16.0,14.3,2024-12-29 23:00:00,11.9,67,1021.9,5.2,74,0.0
79.2,80.3,64.0,1289.0,14.5,14.2,2024-12-30 00:00:00,11.3,70,1021.6,4.8,65,0.0
80.1,81.3,61.0,1328.0,14.0,13.6,2024-12-30 01:00:00,10.5,74,1021.1,5.3,66,0.0
83.1,84.1,57.0,1367.0,13.8,13.0,2024-12-30 02:00:00,10.0,78,1020.8,5.4,64,0.0
87.3,88.2,53.0,1375.0,13.3,12.3,2024-12-30 03:00:00,9.8,80,1020.5,3.1,45,0.0
91.5,92.4,48.0,1383.0,12.9,11.5,2024-12-30 04:00:00,9.4,83,1020.3,2.1,52,0.0
87.1,88.0,51.0,1427.0,9.8,10.3,2024-12-30 05:00:00,9.0,86,1020.3,2.5,82,0.0
89.2,90.1,46.0,1583.0,11.8,10.1,2024-12-30 06:00:00,8.7,87,1020.7,3.7,79,0.0
94.8,95.7,41.0,1775.0,14.4,9.7,2024-12-30 07:00:00,8.6,88,1021.4,3.6,90,0.0
103.4,104.5,42.0,1813.0,15.4,9.6,2024-12-30 08:00:00,9.4,87,1021.9,4.0,93,0.0
100.8,101.7,56.0,1556.0,13.2,9.6,2024-12-30 09:00:00,12.0,73,1022.5,4.0,98,0.0
95.7,96.6,77.0,1145.0,9.3,9.7,2024-12-30 10:00:00,15.2,59,1023.0,3.1,111,0.0
88.7,90.1,96.0,815.0,6.0,10.5,2024-12-30 11:00:00,18.2,47,1022.3,3.1,130,0.0
79.9,81.7,112.0,656.0,3.8,12.5,2024-12-30 12:00:00,20.2,37,1021.4,2.7,160,0.0
66.8,68.7,126.0,577.0,2.2,15.1,2024-12-30 13:00:00,21.4,32,1020.2,1.6,186,0.0
60.8,62.6,134.0,550.0,2.0,17.1,2024-12-30 14:00:00,22.0,30,1018.9,1.3,172,0.0
57.9,59.8,136.0,547.0,2.8,17.6,2024-12-30 15:00:00,22.1,29,1018.3,1.3,146,0.0
56.7,58.7,132.0,594.0,4.9,17.4,2024-12-30 16:00:00,21.8,30,1018.0,1.9,131,0.0
71.7,73.8,108.0,740.0,11.1,17.0,2024-12-30 17:00:00,20.4,33,1018.0,1.7,108,0.0
90.3,92.2,91.0,1054.0,20.8,18.5,2024-12-30 18:00:00,17.4,42,1018.2,3.1,80,0.0
109.4,111.1,67.0,1466.0,34.2,20.6,2024-12-30 19:00:00,16.2,47,1019.1,1.7,77,0.0
126.7,128.1,48.0,1818.0,44.1,22.4,2024-12-30 20:00:00,15.5,51,1019.7,0.6,108,0.0
139.2,140.6,38.0,2052.0,47.3,23.7,2024-12-30 21:00:00,14.8,53,1019.9,0.6,72,0.0
147.1,148.5,34.0,2226.0,47.0,24.7,2024-12-30 22:00:00,13.4,60,1020.0,2.0,80,0.0
151.3,152.7,31.0,2351.0,45.7,25.3,2024-12-30 23:00:00,12.7,65,1020.1,1.0,45,0.0
149.5,150.9,30.0,2453.0,44.0,25.3,2024-12-31 00:00:00,11.4,73,1019.9,2.7,360,0.0
144.4,145.3,31.0,2507.0,41.3,24.9,2024-12-31 01:00:00,10.6,81,1019.3,3.5,21,0.0
139.2,140.2,32.0,2447.0,38.5,24.5,2024-12-31 02:00:00,10.2,84,1019.0,4.0,39,0.0
133.6,134.6,33.0,2187.0,35.4,24.1,2024-12-31 03:00:00,10.0,85,1019.0,4.6,48,0.0
128.1,129.0,34.0,1814.0,32.2,23.6,2024-12-31 04:00:00,9.6,87,1019.0,5.4,56,0.0
99.9,100.6,52.0,1521.0,17.2,23.8,2024-12-31 05:00:00,9.4,87,1019.2,5.6,65,0.0
97.8,98.5,47.0,1412.0,18.9,23.4,2024-12-31 06:00:00,9.1,89,1019.9,5.9,70,0.0
100.1,100.8,41.0,1382.0,21.0,22.8,2024-12-31 07:00:00,8.8,89,1020.5,5.6,83,0.0
105.5,106.2,42.0,1312.0,21.1,21.5,2024-12-31 08:00:00,9.9,84,1021.2,6.9,95,0.0
93.4,94.1,57.0,1134.0,17.3,18.7,2024-12-31 09:00:00,12.5,68,1022.1,5.6,92,0.0
79.6,80.3,80.0,916.0,11.4,15.2,2024-12-31 10:00:00,15.8,52,1022.6,3.5,99,0.0
62.9,63.8,100.0,741.0,6.6,13.6,2024-12-31 11:00:00,18.8,40,1022.6,4.3,92,0.0
49.9,50.9,116.0,637.0,3.9,15.4,2024-12-31 12:00:00,20.6,34,1021.3,4.2,85,0.0
46.0,47.1,129.0,576.0,2.4,19.0,2024-12-31 13:00:00,21.6,32,1020.1,2.8,72,0.0
46.0,47.4,136.0,553.0,2.2,21.9,2024-12-31 14:00:00,22.2,30,1019.0,2.0,63,0.0
47.3,48.8,134.0,574.0,3.5,22.9,2024-12-31 15:00:00,22.2,30,1018.4,2.4,77,0.0
48.5,50.2,125.0,634.0,6.2,23.2,2024-12-31 16:00:00,21.9,30,1018.1,3.5,69,0.0
59.5,60.8,121.0,712.0,9.1,27.9,2024-12-31 17:00:00,20.6,34,1018.2,2.7,48,0.0
75.0,76.1,108.0,823.0,14.2,29.3,2024-12-31 18:00:00,17.8,49,1018.8,8.4,16,0.0
88.5,89.4,89.0,952.0,21.1,31.2,2024-12-31 19:00:00,16.4,55,1019.5,9.7,29,0.0
96.9,97.8,76.0,1032.0,25.2,32.4,2024-12-31 20:00:00,15.5,59,1020.0,7.8,46,0.0
98.7,99.4,72.0,1019.0,23.9,32.5,2024-12-31 21:00:00,14.6,63,1020.1,6.2,49,0.0
99.9,100.8,74.0,957.0,19.9,31.9,2024-12-31 22:00:00,13.8,68,1020.3,5.7,49,0.0
100.4,101.3,74.0,906.0,16.3,30.4,2024-12-31 23:00:00,13.2,72,1020.6,6.0,46,0.0
